,author,like_count,text,timestamp
570,@user-cm2do9ll6j,0,i love you bronson,
571,@windy1369,0,HANGING OUT 101 with Professor Dr. Baklava. Where do I sign up????,
572,@Yleown,1,Doc I just want you to know I’m gonna be a chef finally in mammoth lakes California and would love for you to come by and try our food this winter if you aren’t busy you truly are a inspiration to me,
573,@basicfuck1,0,What have you done Baklava ❤️,
574,@deebo7595,0,2:28-2:33 joker laugh came outta nowhere,2:28
575,@dougeurowerkz2881,0,An amazing man who I love.,
576,@toooj,14,It&#39;s crazy Action can make me feel the same love as he feels for life. Always gets me so much energy,
577,@chaseledbury1691,2,Bro is sloshed by the end 😂,
578,@DanielMartinez-sg2cq,1,❤ these two 😂 it&#39;s always a good time with a glass of wine and a joint😂,
579,@lodak7817,0,thank you,
580,@ActionBronsonMusic,590,PARIS. WITH LOVE.,
581,@booked02,0,I hope they snapped a photo at 6:00 thats an amazing shot,6:00
582,@matanmorovitz8045,0,Yo that  Szechuan eggplant with the cream looked crazy! And tell me why Clovis is not an international superstar?,
583,@adriankox8010,0,Another From Paris with Love Series ?????? FCK YEAH!!!!!,
584,@xbl1tz2clawx,0,Fuck yeah,
585,@Ennisrfc93,1,Why are the cigarettes blurred?,
586,@clif7450,0,The best and the only one. Mr baklava AB Only!!!!,
587,@tally_mon7587,5,"The original from paris with love series are some of my favorite videos on youtube, so this has me stoked",
588,@eliotsomers6220,0,Can you start a patreon for season 3 because we need S3,
589,@grey-god,1,The original 3 part is my favorite series of yours. Go back Aulverne and visit Patrick!,
590,@renderinginprogress,1,"dam bro, i live 3 doors down from Early June, it was dam hard to get a reservation before, now its going to be impossible haha!",
591,@philfinden,0,"this is so good brother, give us more",
592,@doolee3523,0,Need Water !!! Hello😂,
593,@jasminpethel8642,0,niice back in paris!,
594,@ericcartman7253,0,thank god this is back,
595,@yorkshireguy6671,70,Action and Clovis in Paris always looks like the best day you could have with a friend!,
596,@normregular,0,Long Haired Clovis!,
597,@jasonballou30,1,We need more Babbas and Clovis!!!,
598,@smegul1464,1,Was anyone else looking for part 1 😂😂😂😂😂,
599,@floket,0,Come to Lyon bro. Way better than Paris,
600,@prjoeyj,1,"Just waiting for part 18 to come out. Thanks, Action!",
601,@gabrielledavis7491,2,there’s just not a single bad episode of FTD,
602,@jasper915,1,Everyone needs someone that hugs you like Action hugged Ramy,
603,@bannockboa6131,0,Even with all this. Still never stepping foot in that city.,
604,@mstrasser,0,"Only Action could sign off a Paris video with Italian and still make it badass 😂 Also, echoing the great job and signalling out the bottles (and making me want to go back to Paris and do this!) Excited for more",
605,@redrde7066,0,We need another larger run of Bronson shoes they&#39;d sell like snickers,
606,@Losfatboyz,0,Bordain type show now,
607,@SuperStile,0,Niceeee,
608,@MosesFalconi,0,Clovis should be The Joker,
609,@jesseblamey6494,1,The vibes of this video are fucking unmatched. Thank you for the laughs. Needed that today !!,
610,@bignut6721,0,i love it,
611,@aglzone102,0,"Yooo !!!! Por favor Action , Clovis needs a bombaclot dentist. Help your boy out.",
612,@JohnMHatch,40,Everybody needs a friend like Clovis,
613,@Nolanbrown480,728,Clovis’ energy is absolutely unmatched. The perfect friend to travel with,
614,@jomama8932,0,THEY DROPPED THE PART DEUUUUX,
615,@atro00,2,"Action, do more of these series,  you and Clovis, fucking best! This one is too short!",
616,@simontherrien4169,0,we love Clovis yeah,
617,@crazy2chee189,0,The goats r back,
618,@kroooassant9899,0,"Clovis, founder of the Merovingian dynasty, king of the franks ;)",
619,@djphantom1823,0,Don’t blow up drinking and eating to much action get those sets in,
620,@KojiroMC,3,Ochin and Bronson - dream team reconnected. Could watch these guys forever!,
621,@frankdebruin1694,0,"It&#39;s Cordon Bleu Action , not Cordan Blue lol",
622,@Jtotheohan,3,"How do one become like you Action, thanks for a great episode. Such a great atmosphere around you wherever you go :)",
623,@mileshowland5285,0,Ur awesome,
624,@subressor1,7,"Loved the last Paris series, an iconic series on the channel. Looking forward to part 2!",
625,@kroooassant9899,0,"love this guy with or wihtout his trips to france :), oh yes and he has a great flow when he raps and the only other person I can say much about, probably due to my ignorance, is Notorious BIG (but I really do like Notorious, hnobody else raps as he did)",
626,@jonfinpark,0,fire shoes wish  i got mine lol,
627,@gusblack3699,0,Clovis’ teeth have seen better days,
628,@gijoey5912,31,I’m not a big wine guy but this show always makes it look very appealing.,
629,@thesearmsaresnacks8899,2,“This wine looks like pissss” lol,
630,@alterego692,0,Clovis my man,
631,@mads205,1,Thank you for making and sharing these videos. &lt;3,
632,@chef_benny,1,Clovis I love you but see a dentist,
633,@mads205,1,Blurring out cigarettes now? Geez,
634,@ESan333,0,100,
635,@Rainydawg,0,where da fuck part un??,
636,@thedeeprot,0,could watch this all day long,
637,@unagiandroe,0,Nice work. More wine content plsss,
638,@manait7778,0,"Man, I hear yea brother. I wish I could just hang out for a living.",
639,@atlaband,0,"Action, please buy Clovis some teeth🙏🏼",
640,@tejbirsinghbaidwan,0,"Finally, love this series!",
641,@sunilpatel217,0,"Awesome FCUK,  stay in France 🇫🇷 and show one episode everyday. 🍷😋😋😀😀",
642,@Gettingitin2012,1,2:33 ID on Clovis shoes??,2:33
643,@SomeFooThatGrows,0,Let&#39;s go!!!,
644,@bballa0608,15,"Vice messed up with not continuing with this guy. Action, keep rockin it out bruh. Love knowing these new places to go to!",
645,@antonis4496,0,I HAVE BEEN WAITING FOR THIS VIDEO FOR YEARS! I HAVE WATCHED AT LEAST 100 TIMES EACH VIDEO OF PARIS FOOD TOUR ITS CRAZY IM SO HYPED!,
646,@Aaron-jp5nz,0,CLOVIS! CLOVIS! CLOVIS!,
647,@14ohms,0,this is fucking good,
648,@MatthewPaul.,0,This is theeee best duo!,
649,@richardcore,0,"Ah, another journey of pleasure!",
650,@mattnorman4007,0,Any winos know what some of those raspberry pink wines were?,
651,@theTNTman,0,The best duo in france is back lets goooo,
652,@OlyMar83,0,Come to Australia bro. Will show you around here.,
653,@ernestodeavila8076,0,Is that Clovis!???,
654,@powpow50cal24,0,Come back to California and drag Al 🌆⛪with you KING,
655,@itsdumpy,1,i love it when you both collab bro. this is life FOOD AND WINE,
656,@donq2957,0,Clovis has a job now?,
657,@urbanprojectz,177,"This is a game changer for food/cooking/review shows, it&#39;s just next level in every way. It&#39;s the only food show I&#39;ve ever seen where it is like you are actually there chilling and enjoying with your good friends. Action: &quot;All I really care about is hanging out&quot; Genius.",
658,@daansmeets4986,0,LETS GOOOOOOOOOOO,
659,@WalterMarriott-Laurie,0,Action and clovis n3ed to come to scotland.,
660,@alaskaaa684,0,"Oh my god, I can&#39;t believe you guys are back!!!!",
661,@harryscannell4633,0,I how the French dude then? He’s cool.,
662,@ssaaffuu,0,action tnx for bringing back my wine appetite,
663,@peytonbowen2364,1,Blurring out a French man smoking a cigarette at a Parisian cafe is a new level of post-modern weird and wack shit. SO CORNY!,
664,@DBREEZY430,0,dope episode but I couldn&#39;t stop focusing at your boys bottom row of teeth &amp; joker laugh 🥴,
665,@aaronwahle8230,3,Why does the wine poured on this show always look electric! We need a wine list and where to get these please. such a good show!,
666,@Raisinsetmelodies,50,"Thanks for putting forward the bottles that they drink so that anyone can enjoy the fantastic natural wines they are drinking ! And thanks to Clovis, Action and their team for this From Paris with love revival ! Can’t wait to what’s coming !",
667,@4sebek,7,Action&#39;s on fire recently. Sensational food and people make sensational episodes.,
668,@cheesepizza87,4,He’s being all articulate and French with it Action “this is like the piss we drink”,
669,@GlizziousMaximus,1,Man I watch his episodes legit the first hour they drop everytime,
670,@zxcvbnmmasdfghjkl,0,IS THAT CLOVIS!!!???!,
671,@dh.al.4575,3,Every episode is good but this is superb. What a Nice experience.,
672,@AngeryCrow,1,"Yeeeeeeah you it&#39;s gonna be an absolute show when it&#39;s time for our main man Bronson here, return to Paris with the great and magnificent wine wizard Clovis!Shout out to Paris! Shout out to Clovis!",
673,@tawandajerry1,5,Clovis needs a spin off show,
674,@natogreenn,1,I wouldn&#39;t leave my wife with that dude,
675,@fullstop.1299,0,finally some good culture,
676,@112797colin,1,Thank you for adding the varietal and region info for the wines!,
677,@intrixcorey,0,"you NEED to come to australia, PLEAAASEE",
678,@sampalmer6541,4,"Can’t wait for the next episodes…,Keep em coming Action!!!💯❤️",
679,@elmejortrabajodelmundo,74,&quot;From Paris with Love&quot; makes me happy for real. makes me want to travel and discover food again. Thank you Action. Love you for real.,
680,@dazza8389,0,This is farken CRACK,
681,@moshezuchter,0,OMG YES,
682,@jakeabrahams154,0,"Do you reckon these are so short because Vice will only let him have fuck that’s delicious if the episodes are under a certain length, cus id watch this for 24 hours straight",
683,@InspectahReese,50,If y’all love Clovis he raps in French! You have to peep his album with Crimeapple they are both monsters!,
684,@stevendalloesingh,0,That clove dude is a real life groupy. 😂,
685,@active300hitta3,0,4.2k views in 20 minutes at 4.20pm GMT I love life,
686,@donss7379,0,ALLEZ,
687,@karakamilos,0,Action is my hero,
688,@soccball991,0,I’m so glad you’re back in Paris. Finishing what you fucking started,
689,@barryholiday8998,2,How is that bronson’s friend in such good shape after eating like this? “That’s piss I would drink” -Action Bronson 2023,
690,@RotationFSX,0,I watched your original 3 parter the other night with my Girlfriend. It was what youtube was made for!,
691,@davidbranthwaite8581,0,Yoooo. We back!From Paris with love. ❤,
692,@BikingLJ,1,Clovis we love you! 😂,
693,@AlberHandcock,0,weewee when in rome,
694,@otizoctopus4204,3,I love the show action keep up the good work best show  ❤😊,
695,@cecilharris1196,0,"Action and Clovis needs their own show just about food and wine around the world besides FTD.  Call it&quot;Nothing but the Naturals&quot;.  Talk about natural wine, of course food, and of course ALSO &quot;THE NATURAL&quot; ✔️🤣🤣",
696,@dirtsmegee,1078,Action needs an 8 part series in every country. I can’t get enough.,
697,@jakerosen1811,0,Action the goat!! As simple as that,
698,@IamULISSE,4,I’m going to Paris this Friday 🔥🔥🔥,
699,@IamULISSE,0,I’m going to Paris this Friday 🔥🔥🔥,
700,@lukegarrigan6950,0,Damn prayers have been answered,
701,@uknownutin3528,526,One of the best food series on YouTube. LONG LIVE CLOVIS,
702,@treyahu7096,1,I hope this shit is like two hours long.,
703,@hellomynameisra,3,"Bronsolino if you read this, the grey hoodie Fuck that&#39;s Delicious is the best fucking hoodie I ever bought! With love, an Italian fan",
704,@EJWEST333,3,This is going to be legendary,
705,@SamB-ij1ko,0,Buzzing for this,
706,@ec6678,13,Watch out for those bed bugs,
707,@BigTunaBoy420,276,One of the best and most authentic eating shows,
708,@cccccccccccccccccccccccccc8412,0,First,
